#"Código.Municipio" "Población" "Población.Pobre" "Incidencia" "Código.Departamento" "Departamento" "Municipio" "Número.de.Hogares" "Bajo.Logro.Educativo" "Bajo.Logro.Educativo.Absoluto" "Analfabetismo" "Analfabetismo.Absoluto" "Inasistencia.Escolar" "Inasistencia.Escolar.Absoluto" "Rezago.Escolar" "Rezago.Escolar.Absoluto" "Barreras.Cuidado.Primera.Infancia" "Barreras.Cuidado.Primera.Infancia.Absoluto" "Trabajo.Infantil" "Trabajo.Infantil.Absoluto" "Alta.Dependencia.Económica" "Alta.Dependencia.Económica.Absoluto" "Empleo.Informal" "Empleo.Informal.Absoluto" "Sin.Seguro.Salud" "Sin.Seguro.Salud.Absoluto" "Barreras.Acceso.Salud" "Barreras.Acceso.Salud.Absoluto" "Sin.Fuente.Agua.Mejorada" "Sin.Fuente.Agua.Mejorada.Absoluto" "Inadecuada.Eliminación.Excretas" "Inadecuada.Eliminación.Excretas.Absoluto" "Pisos.Inadecuados" "Pisos.Inadecuados.Absoluto" "Paredes.Inadecuadas" "Paredes.Inadecuadas.Absoluto" "Hacinamiento" "Hacinamiento.Absoluto" "Coordenadas" "Latitud" "Longitud" "NivelesIncidencia"
"657" 47161 8056 7110.000032 0.882572 47 "Magdalena" "Cerro San Antonio" 1656 0.8689614 1439.0000784 0.5193237 860.0000472 0.0911836 151.0000416 0.4057971 671.9999976 0.2578502 426.9999312 0.0344203 57.0000168 0.6002415 993.999924 0.9927536 1643.9999616 0.5917874 979.9999344 0.0748792 123.9999552 0.3846618 636.9999408 0.8653382 1433.0000592 0.432971 716.999976 0.0259662 43.0000272 0.4027778 667.0000368 "(10.3333333, -74.8666667)" 10.3333333 -74.8666667 "(0.786,1]"
"658" 47170 16007 14120.2180939 0.8821277 47 "Magdalena" "Chivolo" 3623 0.83934 3040.92882 0.4323562 1566.4265126 0.1564039 566.6513297 0.4173061 1511.9000003 0.3283419 1189.5827037 0.0465854 168.7789042 0.587658 2129.084934 0.9940977 3601.6159671 0.5784495 2095.7225385 0.0343589 124.4822947 0.3951016 1431.4530968 0.9435961 3418.6486703 0.5554285 2012.3174555 0.1336398 484.1769954 0.3564244 1291.3256012 "(10.0261111, -74.6211111)" 10.0261111 -74.6211111 "(0.786,1]"
"659" 47189 100758 69485.9712834 0.6896323 47 "Magdalena" "Ciénaga" 21509 0.6996219 15048.1674471 0.2617023 5628.9547707 0.1193301 2566.6711209 0.3967136 8532.9128224 0.2843047 6115.1097923 0.0421998 907.6754982 0.5643995 12139.6688455 0.9480958 20392.5925622 0.4247969 9136.9565221 0.0878738 1890.0775642 0.2458822 5288.6802398 0.5017252 10791.6073268 0.1899308 4085.2215772 0.1006833 2165.5970997 0.3548428 7632.3137852 "(11.0069444, -74.25)" 11.0069444 -74.25 "(0.571,0.786]"
"660" 47205 9891 9080.0003133 0.9180063 47 "Magdalena" "Concordia" 2261 0.8925254 2017.9999294 0.5479876 1238.9999636 0.1203008 272.0001088 0.3626714 820.0000354 0.2268908 513.0000988 0.0322866 73.0000026 0.6753649 1527.0000389 0.9951349 2250.0000089 0.6735958 1523.0001038 0.0853605 193.0000905 0.3016364 681.9999004 0.7045555 1592.9999855 0.4356479 984.9999019 0.0605927 137.0000947 0.2764264 625.0000904 "(10.2667, -74.8333)" 10.2667 -74.8333 "(0.786,1]"
"661" 47245 53470 44145.430864 0.8256112 47 "Magdalena" "El Banco" 11177 0.813967 9097.709159 0.3888711 4346.4122847 0.1505315 1682.4905755 0.4564269 5101.4834613 0.2663831 2977.3639087 0.0568089 634.9530753 0.5835015 6521.7962655 0.9833599 10991.0136023 0.387406 4330.036862 0.1108341 1238.7927357 0.6013077 6720.8161629 0.5996671 6702.4791767 0.4367284 4881.3133268 0.1502645 1679.5063165 0.3949626 4414.4969802 "(8.998333299999999, -73.9747222)" 8.9983333 -73.9747222 "(0.786,1]"
"662" 47258 16668 13778.0004852 0.8266139 47 "Magdalena" "El Piñon" 3680 0.8875 3266 0.4584239 1686.999952 0.1334239 490.999952 0.3288043 1209.999824 0.1717391 631.999888 0.0271739 99.999952 0.65625 2415 0.9902174 3644.000032 0.1529891 562.999888 0.0570652 209.999936 0.53125 1955 0.56875 2093 0.4184783 1540.000144 0.0769022 283.000096 0.3383152 1244.999936 "(10.3333333, -74.6666667)" 10.3333333 -74.6666667 "(0.786,1]"
"663" 47268 18408 16165.5981864 0.8781833 47 "Magdalena" "El Retén" 3575 0.8271514 2957.066255 0.4042671 1445.2548825 0.1435919 513.3410425 0.469414 1678.15505 0.3624043 1295.5953725 0.0120011 42.9039325 0.7398459 2644.9490925 0.9743707 3483.3752525 0.5719551 2044.7394825 0.1077805 385.3152875 0.266611 953.134325 0.9183476 3283.09267 0.2123131 759.0193325 0.1160545 414.8948375 0.5170176 1848.33792 "(10.6167, -74.2667)" 10.6167 -74.2667 "(0.786,1]"
"664" 47288 56055 38343.368916 0.6840312 47 "Magdalena" "Fundación" 12080 0.6877369 8307.861752 0.2611023 3154.115784 0.121368 1466.12544 0.4783178 5778.079024 0.2748412 3320.081696 0.0432371 522.304168 0.5586445 6748.42556 0.9420393 11379.834744 0.3098386 3742.850288 0.092537 1117.84696 0.321796 3887.29568 0.4223848 5102.408384 0.1267381 1530.996248 0.0400721 484.070968 0.394835 4769.6068 "(10.5214, -74.1867)" 10.5214 -74.1867 "(0.571,0.786]"
"665" 47318 24045 20444.208351 0.8502478 47 "Magdalena" "Guamal" 5219 0.8142561 4249.6025859 0.3648856 1904.3379464 0.1004677 524.3409263 0.3919769 2045.7274411 0.3008163 1569.9602697 0.0363645 189.7863255 0.7049388 3679.0755972 0.976557 5096.650983 0.6094653 3180.7994007 0.0923552 482.0017888 0.5341215 2787.5801085 0.5411966 2824.5050554 0.5534551 2888.4821669 0.1314636 686.1085284 0.3030203 1581.4629457 "(9.153288, -74.212097)" 9.153288 -74.212097 "(0.786,1]"
"666" 47460 15962 15052.9992164 0.9430522 47 "Magdalena" "Nueva Granada" 3166 0.916614 2901.999924 0.5123184 1622.0000544 0.1759318 557.0000788 0.4592546 1454.0000636 0.357549 1132.000134 0.0243209 76.9999694 0.688566 2179.999956 1 3166 0.6955148 2201.9998568 0.006633 21.000078 0.7173089 2270.9999774 0.6345546 2008.9998636 0.6484523 2052.9999818 0.1234997 391.0000502 0.3853443 1220.0000538 "(9.80306, -74.3903)" 9.80306 -74.3903 "(0.786,1]"
"667" 47541 7865 7138.000298 0.9075652 47 "Magdalena" "Pedraza" 1583 0.8951358 1416.9999714 0.4857865 769.0000295 0.1648768 260.9999744 0.3954517 626.0000411 0.298168 471.999944 0.013266 21.000078 0.7523689 1190.9999687 0.995578 1575.999974 0.6993051 1106.9999733 0.0379027 59.9999741 0.5388503 853.0000249 0.4662034 737.9999822 0.4024005 636.9999915 0.1212887 192.0000121 0.3708149 586.9999867 "(10.19713, -74.90426599999999)" 10.19713 -74.904266 "(0.786,1]"
"668" 47545 13850 12410.000265 0.8960289 47 "Magdalena" "Pijiño Del Carmen" 2411 0.853173 2057.000103 0.4214019 1015.9999809 0.1356284 327.0000724 0.4500207 1084.9999077 0.3662381 883.0000591 0.0311074 74.9999414 0.7673165 1850.0000815 0.9933637 2394.9998807 0.6731647 1623.0000917 0.0452095 109.0001045 0.4906678 1183.0000658 0.7341352 1769.9999672 0.7801742 1880.9999962 0.2131895 513.9998845 0.4802986 1157.9999246 "(9.340588, -74.449821)" 9.340588 -74.449821 "(0.786,1]"
"669" 47551 35379 27235.9606239 0.7698341 47 "Magdalena" "Pivijay" 8119 0.8224328 6677.3319032 0.4387333 3562.0756627 0.1627596 1321.4451924 0.451208 3663.357752 0.2186036 1774.8426284 0.0288388 234.1422172 0.5134646 4168.8190874 0.9764644 7927.9144636 0.2268794 1842.0338486 0.0590095 479.0981305 0.4712473 3826.0568287 0.6686971 5429.1517549 0.2389825 1940.2989175 0.0560867 455.3679173 0.3149009 2556.6804071 "(10.466, -74.613373)" 10.466 -74.613373 "(0.571,0.786]"
"670" 47555 48882 37792.2579768 0.7731324 47 "Magdalena" "Plato" 11604 0.7846157 9104.6805828 0.4294682 4983.5489928 0.1156837 1342.3936548 0.4075347 4729.0326588 0.2628162 3049.7191848 0.0404498 469.3794792 0.4678482 5428.9105128 0.9831656 11408.6536224 0.4059995 4711.218198 0.041902 486.230808 0.3285047 3811.9685388 0.6939319 8052.3857676 0.4716506 5473.0335624 0.1266817 1470.0144468 0.3721669 4318.6247076 "(9.797381999999999, -74.785423)" 9.797382 -74.785423 "(0.571,0.786]"
"671" 47570 24865 21073.7762605 0.8475277 47 "Magdalena" "Puebloviejo" 5563 0.8228897 4577.7354011 0.4400937 2448.2412531 0.1789055 995.2512965 0.4047169 2251.4401147 0.3087916 1717.8076708 0.0264095 146.9160485 0.6836912 3803.3741456 0.9859898 5485.0612574 0.3675838 2044.8686794 0.0687929 382.6949027 0.5519521 3070.5095323 0.6500311 3616.1230093 0.3214951 1788.4772413 0.0756164 420.6540332 0.3382285 1881.5651455 "(10.97293, -74.327485)" 10.97293 -74.327485 "(0.786,1]"
"672" 47605 7840 6632.840704 0.8460256 47 "Magdalena" "Remolino" 1561 0.8590172 1340.9258492 0.4600146 718.0827906 0.1452146 226.6799906 0.3614269 564.1873909 0.2760838 430.9668118 0.0137813 21.5126093 0.6845112 1068.5219832 0.9925769 1549.4125409 0.3541778 552.8715458 0.05666 88.44626 0.1502647 234.5631967 0.81335 1269.63935 0.4139061 646.1074221 0.0824175 128.6537175 0.4976739 776.8689579 "(10.6666667, -74.58333329999999)" 10.6666667 -74.5833333 "(0.786,1]"
"673" 47660 14320 13425.999536 0.9375698 47 "Magdalena" "Sabanas De San Angel" 3143 0.9233217 2902.0001031 0.5526567 1737.0000081 0.2230353 700.9999479 0.4129812 1297.9999116 0.4199809 1319.9999687 0.0439071 138.0000153 0.5698377 1790.9998911 0.996182 3131.000026 0.7601018 2388.9999574 0.0489978 154.0000854 0.7454661 2342.9999523 0.8743239 2748.0000177 0.5434298 1707.9998614 0.1174038 369.0001434 0.2691696 846.0000528 "(10.02977, -74.21531)" 10.02977 -74.21531 "(0.786,1]"
"674" 47675 8236 6935.00026 0.842035 47 "Magdalena" "Salamina" 1825 0.869589 1586.999925 0.5183562 946.000065 0.0810959 148.0000175 0.3835616 699.99992 0.1243836 227.00007 0.0235616 42.99992 0.6043836 1103.00007 0.9841096 1796.00002 0.5463014 997.000055 0.049863 90.999975 0.1726027 314.9999275 0.5172603 944.0000475 0.2641096 482.00002 0.069589 126.999925 0.3490411 637.0000075 "(10.4933, -74.7983)" 10.4933 -74.7983 "(0.786,1]"
"675" 47692 17930 15773.999978 0.8797546 47 "Magdalena" "San Sebastián De Buenavista" 3768 0.8420913 3173.0000184 0.3922505 1477.999884 0.0926221 349.0000728 0.4198514 1582.0000752 0.2738854 1032.0001872 0.0254777 95.9999736 0.7223992 2722.0001856 0.9877919 3721.9998792 0.5833333 2197.9998744 0.0936837 353.0001816 0.4519639 1702.9999752 0.7194798 2710.9998864 0.5711253 2152.0001304 0.1536624 578.9999232 0.3397028 1280.0001504 "(9.240866, -74.34977)" 9.240866 -74.34977 "(0.786,1]"
"676" 47703 8749 8205.0003035 0.9378215 47 "Magdalena" "San Zenón" 1770 0.8949153 1584.000081 0.5084746 900.000042 0.1661017 294.000009 0.4242938 751.000026 0.3971751 702.999927 0.0254237 44.999949 0.8372881 1481.999937 0.9892655 1750.999935 0.6977401 1234.999977 0.0949153 168.000081 0.5056497 894.999969 0.5146893 911.000061 0.5915254 1046.999958 0.1644068 291.000036 0.4909605 869.000085 "(9.3333333, -74.3)" 9.3333333 -74.3 "(0.786,1]"
"677" 47707 22834 20536.6118916 0.8993874 47 "Magdalena" "Santa Ana" 4378 0.8493316 3718.3737448 0.4375478 1915.5842684 0.14571 637.91838 0.446056 1952.833168 0.3052901 1336.5600578 0.0416089 182.1637642 0.7466606 3268.8801068 0.9891208 4330.3708624 0.6800095 2977.081591 0.0459422 201.1349516 0.37555 1644.1579 0.6055988 2651.3115464 0.5004519 2190.9784182 0.1974793 864.5643754 0.4314408 1888.8478224 "(9.323611099999999, -74.5758333)" 9.3236111 -74.5758333 "(0.786,1]"
"678" 47720 10919 9905.0005136 0.9071344 47 "Magdalena" "Santa Bárbara De Pinto" 1864 0.8809013 1642.0000232 0.4495708 837.9999712 0.1614807 301.0000248 0.47103 877.99992 0.2253219 420.0000216 0.0284335 53.000044 0.805794 1502.000016 0.998927 1861.999928 0.3052575 568.99998 0.1480687 276.0000568 0.4093348 763.0000672 0.8873391 1654.0000824 0.6732833 1255.0000712 0.1373391 256.0000824 0.570279 1063.000056 "(9.4333333, -74.7)" 9.4333333 -74.7 "(0.786,1]"
"679" 47745 26757 25063.7019849 0.9367157 47 "Magdalena" "Sitionuevo" 6305 0.9230012 5819.522566 0.5737125 3617.2573125 0.138021 870.222405 0.355989 2244.510645 0.2911031 1835.4050455 0.0137948 86.976214 0.5708102 3598.958311 0.9942206 6268.560883 0.7909927 4987.2089735 0.0500012 315.257566 0.4987365 3144.5336325 0.810489 5110.133145 0.4437208 2797.659644 0.0818863 516.2931215 0.3720288 2345.641584 "(10.77565, -74.68115999999999)" 10.77565 -74.68116 "(0.786,1]"
"680" 47798 12291 9867.8895759 0.8028549 47 "Magdalena" "Tenerife" 2525 0.8251678 2083.548695 0.4627752 1168.50738 0.1527884 385.79071 0.3749223 946.6788075 0.3037894 767.068235 0.0741664 187.27016 0.5475874 1382.658185 0.9902635 2500.4153375 0.4502991 1137.0052275 0.0754252 190.44863 0.2531515 639.2075375 0.5961871 1505.3724275 0.5027015 1269.3212875 0.1166613 294.5697825 0.4467516 1128.04779 "(10, -74.6666667)" 10 -74.6666667 "(0.786,1]"
"681" 47960 8430 7938.999708 0.9417556 47 "Magdalena" "Zapayán" 1807 0.9120089 1648.0000823 0.5517432 996.9999624 0.1627006 293.9999842 0.4748201 857.9999207 0.3801882 687.0000774 0.0437189 79.0000523 0.676259 1222.000013 0.9950194 1798.0000558 0.7310459 1320.9999413 0.0653016 117.9999912 0.6032097 1089.9999279 0.7747648 1399.9999936 0.6441616 1164.0000112 0.1012728 182.9999496 0.3934698 710.9999286 "(10.1708, -74.7194)" 10.1708 -74.7194 "(0.786,1]"
"682" 47980 56249 46845.3596788 0.8328212 47 "Magdalena" "Zona Bananera" 11710 0.873363 10227.08073 0.3764047 4407.699037 0.144924 1697.06004 0.4647679 5442.432109 0.3518378 4120.020638 0.0624606 731.413626 0.5859801 6861.826971 0.9493072 11116.387312 0.5293544 6198.740024 0.1645985 1927.448435 0.3823446 4477.255266 0.2302787 2696.563577 0.194813 2281.26023 0.0982029 1149.955959 0.3054452 3576.763292 "(10.65243, -74.16664)" 10.65243 -74.16664 "(0.786,1]"
"683" 50001 377247 154225.0999731 0.4088173 50 "Meta" "Villavicencio" 102795 0.5170415 53149.2809925 0.1065089 10948.5823755 0.0520166 5347.046397 0.2554872 26262.806724 0.1643624 16895.632908 0.0488475 5021.2787625 0.3515513 36137.7158835 0.8626623 88677.3711285 0.2745961 28227.1060995 0.0864963 8891.3871585 0.1161075 11935.2704625 0.0533274 5481.790083 0.0316001 3248.3322795 0.0277199 2849.4671205 0.1681226 17282.162667 "(4.149999999999999, -73.63333329999999)" 4.15 -73.6333333 "(0.357,0.571]"
"684" 50006 52114 25261.0159754 0.4847261 50 "Meta" "Acacias" 14092 0.6872768 9685.1046656 0.1818118 2562.0918856 0.1296743 1827.3702356 0.2972479 4188.8174068 0.1895194 2670.7073848 0.0470875 663.55705 0.4139235 5833.009962 0.9378062 13215.5649704 0.2079352 2930.2228384 0.0460315 648.675898 0.0909618 1281.8336856 0.043326 610.549992 0.0399811 563.4136612 0.0205133 289.0734236 0.1536486 2165.2160712 "(3.9877778, -73.7597222)" 3.9877778 -73.7597222 "(0.357,0.571]"
"685" 50110 3178 1884.9998734 0.5931403 50 "Meta" "Barranca De Upía" 868 0.8617512 748.0000416 0.2327189 202.0000052 0.093318 81.000024 0.2695853 234.0000404 0.1831797 158.9999796 0.0714286 62.0000248 0.4101382 355.9999576 0.8559908 743.0000144 0.1751152 151.9999936 0.0506912 43.9999616 0.233871 203.000028 0.1232719 107.0000092 0.1947005 169.000034 0.0852535 74.000038 0.3248848 282.0000064 "(4.574576, -72.967834)" 4.574576 -72.967834 "(0.571,0.786]"
"686" 50124 3441 2546.9999838 0.7401918 50 "Meta" "Cabuyaro" 920 0.8619565 792.99998 0.2456522 226.000024 0.1032609 95.000028 0.325 299 0.2021739 185.999988 0.0826087 76.000004 0.3858696 355.000032 0.951087 875.00004 0.3032609 279.000028 0.0923913 84.999996 0.4945652 454.999984 0.2815217 258.999964 0.2695652 247.999984 0.1369565 125.99998 0.2467391 226.999972 "(4.2833333, -72.7833333)" 4.2833333 -72.7833333 "(0.571,0.786]"
"687" 50150 7123 3807.9999626 0.5346062 50 "Meta" "Castilla La Nueva" 1906 0.7675761 1463.0000466 0.1873033 357.0000898 0.0608604 115.9999224 0.3043022 579.9999932 0.1694648 322.9999088 0.024659 47.000054 0.5629591 1073.0000446 0.8966422 1709.0000332 0.1395593 266.0000258 0.0278069 52.9999514 0.1458552 278.0000112 0.0330535 62.999971 0.0529906 101.0000836 0.0393494 74.9999564 0.1558237 296.9999722 "(3.8333333, -73.6833333)" 3.8333333 -73.6833333 "(0.357,0.571]"
"688" 50223 5018 3126.0002332 0.6229574 50 "Meta" "Cubarral" 1367 0.8017557 1096.0000419 0.2362838 322.9999546 0.0914411 124.9999837 0.2318947 317.0000549 0.1865399 255.0000433 0.076079 103.999993 0.46891 640.99997 0.9670812 1322.0000004 0.2911485 397.9999995 0.0994879 135.9999593 0.2421361 331.0000487 0.1250914 170.9999438 0.0694952 94.9999384 0.0234089 31.9999663 0.2077542 283.9999914 "(3.7918639, -73.8412833)" 3.7918639 -73.8412833 "(0.571,0.786]"
"689" 50226 16245 7875.715707 0.4848086 50 "Meta" "Cumaral" 4129 0.7373831 3044.6548199 0.2186627 902.8582883 0.0711703 293.8621687 0.2577082 1064.0771578 0.1093582 451.5400078 0.0449566 185.6258014 0.4812325 1987.0089925 0.9056073 3739.2525417 0.2334673 963.9864817 0.0146153 60.3465737 0.2352575 971.3782175 0.0562229 232.1443541 0.0593892 245.2180068 0.0238074 98.3007546 0.1808827 746.8646683 "(4.25, -73.33333329999999)" 4.25 -73.3333333 "(0.357,0.571]"
"690" 50245 2214 1413.0000396 0.6382114 50 "Meta" "El Calvario" 514 0.8287938 426.0000132 0.0914397 47.0000058 0.1420233 72.9999762 0.2957198 151.9999772 0.2217899 114.0000086 0.0817121 42.0000194 0.5038911 259.0000254 0.9669261 497.0000154 0.2723735 139.999979 0.07393 38.00002 0.4513619 232.0000166 0.1089494 55.9999916 0.0311284 15.9999976 0.0058366 3.0000124 0.2062257 106.0000098 "(4.3605129, -73.7242486)" 4.3605129 -73.7242486 "(0.571,0.786]"
"691" 50251 5521 4201.0001209 0.7609129 50 "Meta" "El Castillo" 1529 0.9182472 1403.9999688 0.3015043 461.0000747 0.1491171 228.0000459 0.3649444 557.9999876 0.1975147 301.9999763 0.1072596 163.9999284 0.4224984 646.0000536 0.9862655 1507.9999495 0.2701112 413.0000248 0.1955526 298.9999254 0.3642904 557.0000216 0.3296272 503.9999888 0.175932 269.000028 0.0444735 67.9999815 0.2092871 319.9999759 "(3.561365, -73.7944179)" 3.561365 -73.7944179 "(0.571,0.786]"
"692" 50270 3168 1826.0000352 0.5763889 50 "Meta" "El Dorado" 802 0.8254364 661.9999928 0.1982544 159.0000288 0.0698254 55.9999708 0.1982544 159.0000288 0.1433915 114.999983 0.0436409 35.0000018 0.563591 451.999982 0.9950125 798.000025 0.1907731 153.0000262 0.0249377 20.0000354 0.1982544 159.0000288 0.0897756 72.0000312 0.0872818 70.0000036 0.0187032 14.9999664 0.2107232 169.0000064 "(3.737759, -73.834519)" 3.737759 -73.834519 "(0.571,0.786]"
"693" 50287 11045 8027.000139 0.7267542 50 "Meta" "Fuente De Oro" 2940 0.8670068 2548.999992 0.2829932 832.000008 0.1081633 318.000102 0.3163265 929.99991 0.1836735 540.00009 0.0602041 177.000054 0.497619 1462.99986 0.9680272 2845.999968 0.279932 823.00008 0.0687075 202.00005 0.5397959 1586.999946 0.1612245 474.00003 0.1602041 471.000054 0.0710884 208.999896 0.252381 742.00014 "(3.4666667, -73.6166667)" 3.4666667 -73.6166667 "(0.571,0.786]"
"694" 50313 47012 27965.7510692 0.5948641 50 "Meta" "Granada" 12559 0.7386931 9277.2466429 0.1930646 2424.6983114 0.093594 1175.447046 0.2778753 3489.8358927 0.1397875 1755.5912125 0.0533547 670.0816773 0.4394955 5519.6239845 0.9365417 11762.0272103 0.2411828 3029.0147852 0.0596734 749.4382306 0.7507299 9428.4168141 0.1516701 1904.8247859 0.0996396 1251.3737364 0.0731619 918.8403021 0.2116339 2657.9101501 "(3.547123, -73.712418)" 3.547123 -73.712418 "(0.571,0.786]"
"695" 50318 8922 4093.9997754 0.4588657 50 "Meta" "Guamal" 2502 0.7234213 1810.0000926 0.1606715 402.000093 0.0479616 119.9999232 0.256195 640.99989 0.0991207 247.9999914 0.0603517 150.9999534 0.3848921 963.0000342 0.9264588 2317.9999176 0.1958433 489.9999366 0.0855316 214.0000632 0.0639488 159.9998976 0.059952 149.999904 0.0175859 43.9999218 0.0095923 23.9999346 0.185052 463.000104 "(3.883276, -73.77115599999999)" 3.883276 -73.771156 "(0.357,0.571]"
"696" 50325 866 845.0000196 0.9757506 50 "Meta" "Mapiripán*" 221 0.9728507 215.0000047 0.6425339 141.9999919 0.2760181 61.0000001 0.3122172 69.0000012 0.2941176 64.9999896 0.0633484 13.9999964 0.719457 158.999997 1 221 0.8461538 186.9999898 0.1945701 42.9999921 0.9909502 218.9999942 0.9457014 209.0000094 0.4208145 93.0000045 0.040724 9.000004 0.1900452 41.9999892 "(2.901932, -72.17424)" 2.901932 -72.17424 "(0.786,1]"
"697" 50330 4668 3198.00012 0.68509 50 "Meta" "Mesetas*" 1245 0.8538153 1063.0000485 0.3044177 379.0000365 0.1662651 207.0000495 0.3477912 433.000044 0.1702811 211.9999695 0.0819277 101.9999865 0.4682731 583.0000095 0.9807229 1221.0000105 0.1863454 232.000023 0.0931727 116.0000115 0.2080321 258.9999645 0.113253 140.999985 0.1919679 239.0000355 0.0666667 83.0000415 0.253012 314.99994 "(3.37806, -74.04469999999999)" 3.37806 -74.0447 "(0.571,0.786]"
"698" 50350 4217 3135.9998822 0.7436566 50 "Meta" "La Macarena*" 1057 0.8174078 864.0000446 0.2346263 247.9999991 0.1333964 140.9999948 0.4153264 439.0000048 0.1731315 182.9999955 0.0425733 44.9999781 0.6064333 640.9999981 0.987701 1043.999957 0.1400189 147.9999773 0.0851466 89.9999562 0.3472091 367.0000187 0.4512772 477.0000004 0.2421949 256.0000093 0.4020814 425.0000398 0.2790918 295.0000326 "(2.070913, -73.956177)" 2.070913 -73.956177 "(0.571,0.786]"
"699" 50370 8058 7560.0002898 0.9381981 50 "Meta" "La Uribe" 2000 0.9575 1915 0.442 884 0.243 486 0.4485 897 0.2335 467 0.03 60 0.8845 1769 0.989 1978 0.523 1046 0.082 164 0.675 1350 0.206 412 0.376 752 0.185 370 0.0855 171 "(3.217838, -74.3956989)" 3.217838 -74.3956989 "(0.786,1]"
"700" 50400 9030 6694.000404 0.7413068 50 "Meta" "Lejanías" 2379 0.9066835 2157.0000465 0.2660782 633.0000378 0.1235813 293.9999127 0.358554 852.999966 0.1845313 438.9999627 0.0861707 205.0000953 0.4602774 1094.9999346 0.9836066 2340.0001014 0.3312316 787.9999764 0.2496847 593.9999013 0.2862547 680.9999313 0.2101723 499.9999017 0.1420765 337.9999935 0.0521227 123.9999033 0.1971417 469.0001043 "(3.5268056, -74.02322219999999)" 3.5268056 -74.0232222 "(0.571,0.786]"
"701" 50450 8451 7417.9996209 0.8777659 50 "Meta" "Puerto Concordia*" 2390 0.9050209 2162.999951 0.4803347 1147.999933 0.183682 438.99998 0.2539749 607.000011 0.2075314 496.000046 0.025523 60.99997 0.6920502 1653.999978 0.9937238 2374.999882 0.6987448 1670.000072 0.0861925 206.000075 0.367364 877.99996 0.4008368 957.999952 0.3292887 786.999993 0.6008368 1435.999952 0.1196653 286.000067 "(2.6833333, -72.7666667)" 2.6833333 -72.7666667 "(0.786,1]"
"702" 50568 15085 12137.0002985 0.8045741 50 "Meta" "Puerto Gaitán" 3108 0.8680824 2698.0000992 0.3452381 1073.0000148 0.273166 848.999928 0.4433719 1377.9998652 0.3510296 1090.9999968 0.0746461 232.0000788 0.5868726 1824.0000408 0.9723295 3022.000086 0.3223938 1001.9999304 0.1045689 325.0001412 0.451094 1402.000152 0.4034749 1253.9999892 0.3619691 1124.9999628 0.3021236 939.0001488 0.3912484 1216.0000272 "(4.310873, -72.073758)" 4.310873 -72.073758 "(0.786,1]"
"703" 50573 28400 17366.07176 0.6114814 50 "Meta" "Puerto López" 7609 0.8079629 6147.7897061 0.2614557 1989.4164213 0.1164854 886.3374086 0.325789 2478.928501 0.1737285 1321.9001565 0.0378274 287.8286866 0.4937503 3756.9460327 0.9473772 7208.5931148 0.186686 1420.493774 0.0238427 181.4191043 0.2108419 1604.2960171 0.0980847 746.3264823 0.1056984 804.2591256 0.0380832 289.7750688 0.2355694 1792.4475646 "(4.098555999999999, -72.95530699999999)" 4.098556 -72.955307 "(0.571,0.786]"
"704" 50577 10429 8931.0003409 0.8563621 50 "Meta" "Puerto Lleras" 2704 0.8927515 2414.000056 0.2903107 785.0001328 0.1630917 440.9999568 0.3431953 928.0000912 0.3069527 830.0001008 0.0636095 172.000088 0.5 1352 0.9900148 2677.0000192 0.510355 1379.99992 0.0872781 235.9999824 0.7829142 2116.9999968 0.5606509 1516.0000336 0.4408284 1191.9999936 0.0480769 129.9999376 0.177145 479.00008 "(3.268933, -73.377357)" 3.268933 -73.377357 "(0.786,1]"
