#"Código.Municipio" "Población" "Población.Pobre" "Incidencia" "Código.Departamento" "Departamento" "Municipio" "Número.de.Hogares" "Bajo.Logro.Educativo" "Bajo.Logro.Educativo.Absoluto" "Analfabetismo" "Analfabetismo.Absoluto" "Inasistencia.Escolar" "Inasistencia.Escolar.Absoluto" "Rezago.Escolar" "Rezago.Escolar.Absoluto" "Barreras.Cuidado.Primera.Infancia" "Barreras.Cuidado.Primera.Infancia.Absoluto" "Trabajo.Infantil" "Trabajo.Infantil.Absoluto" "Alta.Dependencia.Económica" "Alta.Dependencia.Económica.Absoluto" "Empleo.Informal" "Empleo.Informal.Absoluto" "Sin.Seguro.Salud" "Sin.Seguro.Salud.Absoluto" "Barreras.Acceso.Salud" "Barreras.Acceso.Salud.Absoluto" "Sin.Fuente.Agua.Mejorada" "Sin.Fuente.Agua.Mejorada.Absoluto" "Inadecuada.Eliminación.Excretas" "Inadecuada.Eliminación.Excretas.Absoluto" "Pisos.Inadecuados" "Pisos.Inadecuados.Absoluto" "Paredes.Inadecuadas" "Paredes.Inadecuadas.Absoluto" "Hacinamiento" "Hacinamiento.Absoluto" "Coordenadas" "Latitud" "Longitud" "NivelesIncidencia"
"974" 73319 34081 27545.3241191 0.8082311 73 "Tolima" "Guamo" 9379 0.8159314 7652.6206006 0.2260147 2119.7918713 0.0791018 741.8957822 0.2890403 2710.9089737 0.211003 1978.997137 0.0245 229.7855 0.6470976 6069.1283904 0.9541562 8949.0309998 0.6088706 5710.5973574 0.2685968 2519.1693872 0.3871389 3630.9757431 0.3258956 3056.5748324 0.0673124 631.3229996 0.0293896 275.6450584 0.2452291 2300.0037289 "(4.022141, -74.967567)" 4.022141 -74.967567 "(0.786,1]"
"975" 73347 8811 6265.9999215 0.7111565 73 "Tolima" "Herveo" 2332 0.8885077 2071.9999564 0.3091767 721.0000644 0.1710978 399.0000696 0.338765 789.99998 0.2028302 473.0000264 0.1106346 257.9998872 0.4005146 934.0000472 0.9605489 2240.0000348 0.3336192 777.9999744 0.1766724 412.0000368 0.380789 887.999948 0.2208405 515.000046 0.0072899 17.0000468 0.0947684 220.9999088 0.1020583 237.9999556 "(5.0833333, -75.1666667)" 5.0833333 -75.1666667 "(0.571,0.786]"
"976" 73349 25308 10887.8381964 0.4302133 73 "Tolima" "Honda" 7484 0.7192424 5382.8101216 0.1914885 1433.099934 0.0631617 472.7021628 0.2577382 1928.9126888 0.1023526 766.0068584 0.0228077 170.6928268 0.4346815 3253.156346 0.8824637 6604.3583308 0.1043497 780.9531548 0.0606173 453.6598732 0.043704 327.080736 0.0500945 374.907238 0.0226883 169.7992372 0.0255674 191.3464216 0.186793 1397.958812 "(5.191247, -74.742508)" 5.191247 -74.742508 "(0.357,0.571]"
"977" 73352 10102 6337.5361692 0.6273546 73 "Tolima" "Icononzo" 2901 0.8473228 2458.0834428 0.2583793 749.5583493 0.076822 222.860622 0.3070809 890.8416909 0.1485861 431.0482761 0.0403246 116.9816646 0.426549 1237.418649 0.9655279 2800.9964379 0.193603 561.642303 0.1294056 375.4056456 0.3356708 973.7809908 0.2500633 725.4336333 0.152189 441.500289 0.031152 90.371952 0.1614018 468.2266218 "(4.1833333, -74.5333333)" 4.1833333 -74.5333333 "(0.571,0.786]"
"978" 73408 18039 9517.7047098 0.5276182 73 "Tolima" "Lérida" 5114 0.7831011 4004.7790254 0.2664366 1362.5567724 0.1206455 616.981087 0.3224549 1649.0343586 0.144041 736.625674 0.0318724 162.9954536 0.5139265 2628.220121 0.9381996 4797.9527544 0.0737888 377.3559232 0.0361541 184.8920674 0.0913365 467.094861 0.0719162 367.7794468 0.0782357 400.0973698 0.0742196 379.5590344 0.1974014 1009.5107596 "(4.864568999999999, -74.912697)" 4.864569 -74.912697 "(0.357,0.571]"
"979" 73411 41322 24324.4184388 0.5886554 73 "Tolima" "Líbano" 11583 0.7741288 8966.7338904 0.2880071 3335.9862393 0.1194822 1383.9623226 0.3190043 3695.0268069 0.1582321 1832.8024143 0.0573538 664.3290654 0.455843 5280.029469 0.9570046 11084.9842818 0.1435075 1662.2473725 0.0872289 1010.3723487 0.2652424 3072.3027192 0.1844111 2136.0337713 0.0566718 656.4294594 0.0710776 823.2918408 0.1290581 1494.8799723 "(4.92033, -75.07135)" 4.92033 -75.07135 "(0.571,0.786]"
"980" 73443 32463 15830.2508274 0.4876398 73 "Tolima" "San Sebastián de Mariquita" 9575 0.751963 7200.045725 0.1987769 1903.2888175 0.075221 720.241075 0.2487452 2381.73529 0.1089601 1043.2929575 0.0497205 476.0737875 0.4427766 4239.585945 0.9180586 8790.411095 0.1452854 1391.107705 0.0549918 526.546485 0.2048763 1961.6905725 0.1180807 1130.6227025 0.0655319 627.4679425 0.0352956 337.95537 0.1704271 1631.8394825 "(5.25, -74.9166667)" 5.25 -74.9166667 "(0.357,0.571]"
"981" 73449 32062 10718.6215704 0.3343092 73 "Tolima" "Melgar" 9146 0.5478916 5011.0165736 0.1152077 1053.6896242 0.0427411 390.9101006 0.2476724 2265.2117704 0.1098115 1004.335979 0.0334162 305.6245652 0.3752518 3432.0529628 0.8081614 7391.4441644 0.1090715 997.567939 0.0279393 255.5328378 0.1227536 1122.7044256 0.112887 1032.464502 0.0491785 449.786561 0.0528079 482.9810534 0.2066462 1889.9861452 "(4.2, -74.64999999999999)" 4.2 -74.65 "(0.142,0.357]"
"982" 73461 4935 4117.999893 0.8344478 73 "Tolima" "Murillo" 1162 0.9148021 1063.0000402 0.3459552 401.9999424 0.1884682 219.0000484 0.4001721 464.9999802 0.2478485 287.999957 0.095525 111.00005 0.5740103 666.9999686 0.9939759 1154.9999958 0.4036145 469.000049 0.1807229 210.0000098 0.5748709 667.9999858 0.3950086 458.9999932 0.0163511 18.9999782 0.1273666 147.9999892 0.1549053 179.9999586 "(4.869777, -75.177353)" 4.869777 -75.177353 "(0.786,1]"
"983" 73483 20214 14900.4125262 0.7371333 73 "Tolima" "Natagaima" 5426 0.8274066 4489.5082116 0.3343942 1814.4229292 0.1112003 603.3728278 0.3317606 1800.1330156 0.1519987 824.7449462 0.027887 151.314862 0.6311024 3424.3616224 0.9704932 5265.8961032 0.3427879 1859.9671454 0.0851235 461.880111 0.1439234 780.9283684 0.3132829 1699.8730154 0.2444768 1326.5311168 0.0433543 235.2404318 0.2647964 1436.7852664 "(3.5833333, -75.08333329999999)" 3.5833333 -75.0833333 "(0.571,0.786]"
"984" 73504 30521 25002.9985344 0.8192064 73 "Tolima" "Ortega" 7101 0.8843825 6280.0001325 0.3720603 2642.0001903 0.1602591 1137.9998691 0.3478383 2469.9997683 0.2291227 1627.0002927 0.0509787 361.9997487 0.6966624 4946.9997024 0.9759189 6930.0001089 0.2523588 1791.9998388 0.1297 920.9997 0.434305 3083.999805 0.4835939 3434.0002839 0.3741727 2657.0003427 0.0449233 319.0003533 0.2923532 2076.0000732 "(3.9166667, -75.25)" 3.9166667 -75.25 "(0.786,1]"
"985" 73520 9422 7365.9999406 0.7817873 73 "Tolima" "Palocabildo" 2432 0.90625 2204 0.3564967 866.9999744 0.1533717 372.9999744 0.3211349 781.0000768 0.2487664 604.9998848 0.0900493 218.9998976 0.4572368 1111.9998976 0.9860197 2397.9999104 0.3865132 940.0001024 0.1846217 448.9999744 0.3421053 832.0000896 0.2310855 561.999936 0.0571546 138.9999872 0.0962171 233.9999872 0.1895559 460.9999488 "(5.100601699999999, -75.0260667)" 5.1006017 -75.0260667 "(0.571,0.786]"
"986" 73547 5364 3317.819058 0.6185345 73 "Tolima" "Piedras" 1519 0.8936629 1357.4739451 0.3106749 471.9151731 0.0766134 116.3757546 0.3631844 551.6771036 0.1633543 248.1351817 0.0301549 45.8052931 0.5459307 829.2687333 0.872418 1325.202942 0.1192053 181.0728507 0.0843043 128.0582317 0.1417655 215.3417945 0.2004298 304.4528662 0.0740958 112.5515202 0.0389212 59.1213028 0.1932187 293.4992053 "(4.5, -74.9166667)" 4.5 -74.9166667 "(0.571,0.786]"
"987" 73555 25365 20472.6571395 0.8071223 73 "Tolima" "Planadas" 6089 0.8964015 5458.1887335 0.4097001 2494.6639089 0.2361558 1437.9526662 0.4313725 2626.6271525 0.3436743 2092.6328127 0.119427 727.191003 0.4813578 2930.9876442 0.9900819 6028.6086891 0.4120783 2509.1447687 0.0784285 477.5511365 0.4650897 2831.9311833 0.4392096 2674.3472544 0.2810402 1711.2537778 0.0482312 293.6797768 0.2338575 1423.9583175 "(3.25, -75.75)" 3.25 -75.75 "(0.786,1]"
"988" 73563 8585 5855.327136 0.6820416 73 "Tolima" "Prado" 2437 0.8486974 2068.2755638 0.315261 768.291057 0.0852045 207.6433665 0.3469656 845.5551672 0.1584814 386.2191718 0.0228209 55.6145333 0.6487537 1581.0127669 0.9672337 2357.1485269 0.1056054 257.3603598 0.1063599 259.1990763 0.2695556 656.9069972 0.1481415 361.0208355 0.2054672 500.7235664 0.0174203 42.4532711 0.2088796 509.0395852 "(3.75, -74.83333329999999)" 3.75 -74.8333333 "(0.571,0.786]"
"989" 73585 27486 17842.8749778 0.6491623 73 "Tolima" "Purificación" 7496 0.8029949 6019.2497704 0.2766767 2073.9685432 0.0870166 652.2764336 0.2754626 2064.8676496 0.1379281 1033.9090376 0.0224526 168.3046896 0.5967176 4472.9951296 0.97522 7310.24912 0.222535 1668.12236 0.0461186 345.7050256 0.1844613 1382.7219048 0.1739858 1304.1975568 0.1031558 773.2558768 0.0253617 190.1113032 0.2165041 1622.9147336 "(3.866666699999999, -74.9333333)" 3.8666667 -74.9333333 "(0.571,0.786]"
"990" 73616 24934 21954.000523 0.8804845 73 "Tolima" "Rioblanco" 5858 0.9221577 5401.9998066 0.387675 2271.00015 0.2709116 1587.0001528 0.4670536 2735.9999888 0.3446569 2019.0001202 0.1340048 785.0001184 0.5109252 2992.9998216 0.9865142 5779.0001836 0.4559577 2671.0002066 0.2166268 1268.9997944 0.6013998 3523.0000284 0.615227 3603.999766 0.3904063 2287.0001054 0.0708433 415.0000514 0.2355753 1380.0001074 "(3.5, -75.83333329999999)" 3.5 -75.8333333 "(0.786,1]"
"991" 73622 5998 4622.9998862 0.7707569 73 "Tolima" "Roncesvalles" 1596 0.9066416 1446.9999936 0.2656642 424.0000632 0.1309524 209.0000304 0.3928571 626.9999316 0.2606516 415.9999536 0.0494987 78.9999252 0.5075188 810.0000048 0.9743108 1555.0000368 0.2631579 420.0000084 0.0783208 124.9999968 0.5175439 826.0000644 0.4072682 650.0000472 0.0551378 87.9999288 0.1159148 185.0000208 0.1654135 263.999946 "(4.05, -75.6)" 4.05 -75.6 "(0.571,0.786]"
"992" 73624 20770 15423.000278 0.7425614 73 "Tolima" "Rovira" 5454 0.8887055 4846.999797 0.3478181 1896.9999174 0.1710671 932.9999634 0.3111478 1697.0001012 0.2321232 1265.9999328 0.0608728 332.0002512 0.5727906 3123.9999324 0.989549 5397.000246 0.123579 673.999866 0.0979098 534.0000492 0.3916392 2136.0001968 0.247158 1347.999732 0.2438577 1329.9998958 0.0078841 42.9998814 0.2119545 1155.999843 "(4.25, -75.33333329999999)" 4.25 -75.3333333 "(0.571,0.786]"
"993" 73671 14701 9153.6555653 0.6226553 73 "Tolima" "Saldaña" 3954 0.8034065 3176.669301 0.216396 855.629784 0.0752438 297.5139852 0.2052654 811.6193916 0.1678465 663.665061 0.0214338 84.7492452 0.6213126 2456.6700204 0.9544607 3773.9376078 0.1173096 463.8421584 0.0851814 336.8072556 0.3554562 1405.4738148 0.1635448 646.6561392 0.0345965 136.794561 0.0216749 85.7025546 0.3060758 1210.2237132 "(3.93472, -75.02029999999999)" 3.93472 -75.0203 "(0.571,0.786]"
"994" 73675 14968 11281.9997784 0.7537413 73 "Tolima" "San Antonio" 3723 0.9059898 3373.0000254 0.3301101 1228.9999023 0.1541767 573.9998541 0.3674456 1367.9999688 0.2449637 911.9998551 0.1007252 374.9999196 0.4665592 1736.9999016 0.989256 3683.000088 0.1085146 403.9998558 0.0929358 345.9999834 0.3687886 1372.9999578 0.4426538 1648.0000974 0.2852538 1061.9998974 0.0448563 167.0000049 0.2406661 895.9998903 "(3.9166667, -75.5)" 3.9166667 -75.5 "(0.571,0.786]"
"995" 73678 13436 9983.0004004 0.7430039 73 "Tolima" "San Luís" 3755 0.8782956 3297.999978 0.3707057 1391.9999035 0.0868176 326.000088 0.208522 783.00011 0.1605859 603.0000545 0.0106525 40.0001375 0.7829561 2940.0001555 0.9757656 3663.999828 0.0953395 357.9998225 0.0655126 245.999813 0.2870839 1078.0000445 0.3802929 1427.9998395 0.1960053 735.9999015 0.057257 215.000035 0.2474035 929.0001425 "(4.13611, -75.0994)" 4.13611 -75.0994 "(0.571,0.786]"
"996" 73686 6425 4659.999815 0.7252918 73 "Tolima" "Santa Isabel" 1678 0.8671037 1455.0000086 0.2789035 468.000073 0.1543504 258.9999712 0.2961859 496.9999402 0.2252682 378.0000396 0.0941597 157.9999766 0.4618594 775.0000732 0.9713945 1629.999971 0.2103695 353.000021 0.0959476 161.0000728 0.4940405 828.999959 0.364124 611.000072 0.034565 58.00007 0.1775924 298.0000472 0.1632896 273.9999488 "(4.71667, -75.1014)" 4.71667 -75.1014 "(0.571,0.786]"
"997" 73770 4467 3241.7523771 0.7257113 73 "Tolima" "Suárez" 1196 0.8497834 1016.3409464 0.3155505 377.398398 0.0946678 113.2226888 0.393111 470.160756 0.1559997 186.5756412 0.0190866 22.8275736 0.7131149 852.8854204 0.9606076 1148.8866896 0.1436606 171.8180776 0.0610074 72.9648504 0.1184389 141.6529244 0.2409265 288.148094 0.2864743 342.6232628 0.022087 26.416052 0.281564 336.750544 "(4.047944999999999, -74.82853399999999)" 4.047945 -74.828534 "(0.571,0.786]"
"998" 73854 6131 4816.9997883 0.7856793 73 "Tolima" "Valle de San Juan" 1593 0.9064658 1444.0000194 0.3898305 620.9999865 0.1086001 172.9999593 0.3000628 478.0000404 0.168236 267.999948 0.0263653 41.9999229 0.6886378 1097.0000154 0.9755179 1554.0000147 0.1462649 232.9999857 0.0973007 155.0000151 0.3188952 508.0000536 0.2667922 424.9999746 0.22285 355.00005 0.0326428 51.9999804 0.2611425 416.0000025 "(4.2, -75.1166667)" 4.2 -75.1166667 "(0.571,0.786]"
"999" 73861 18554 13520.912082 0.728733 73 "Tolima" "Venadillo" 5037 0.8817457 4441.3530909 0.4721294 2378.1157878 0.1194683 601.7618271 0.270408 1362.045096 0.1640135 826.1359995 0.0214556 108.0718572 0.6534267 3291.3102879 0.9679586 4875.6074682 0.4447841 2240.3775117 0.0295535 148.8609795 0.2121459 1068.5788983 0.1759289 886.1538693 0.1251125 630.1916625 0.0171139 86.2027143 0.2223277 1119.8646249 "(4.723898999999999, -74.929176)" 4.723899 -74.929176 "(0.571,0.786]"
"1000" 73870 10846 7894.9997126 0.7279181 73 "Tolima" "Villahermosa" 2840 0.9112676 2587.999984 0.2802817 796.000028 0.165493 470.00012 0.3566901 1012.999884 0.1982394 562.999896 0.1172535 332.99994 0.3848592 1093.000128 0.9760563 2771.999892 0.1672535 474.99994 0.1433099 407.000116 0.5080986 1443.000024 0.4161972 1182.000048 0.0246479 70.000036 0.1179577 334.999868 0.1056338 299.999992 "(5, -75.1666667)" 5 -75.1666667 "(0.571,0.786]"
"1001" 73873 5922 3859.000236 0.651638 73 "Tolima" "Villarrica" 1963 0.8548141 1678.0000783 0.2485991 488.0000333 0.0667346 131.0000198 0.2450331 480.9999753 0.1151299 225.9999937 0.0580744 114.0000472 0.4289353 841.9999939 0.9786042 1921.0000446 0.1706572 335.0000836 0.2282221 447.9999823 0.225675 443.000025 0.3036169 595.9999747 0.175242 344.000046 0.0748854 147.0000402 0.1446765 283.9999695 "(3.865093399999999, -74.6166192)" 3.8650934 -74.6166192 "(0.571,0.786]"
"1002" 76001 2063323 659585.9710591 0.3196717 76 "Valle" "Cali" 554918 0.4906809 272287.6636662 0.070966 39380.310788 0.0478226 26537.6215468 0.1855492 102964.5909656 0.1204268 66826.9990024 0.0305805 16969.669899 0.3218271 178587.6506778 0.8130018 451149.3328524 0.3321605 184321.840339 0.0494412 27435.8118216 0.019782 10977.387876 0.0210264 11667.9278352 0.0128232 7115.8244976 0.0199177 11052.6902486 0.1298392 72050.1091856 "(3.43829, -76.51611)" 3.43829 -76.51611 "(0.142,0.357]"
"1003" 76020 12684 7069.351296 0.557344 76 "Valle" "Alcalá" 3376 0.8704556 2938.6581056 0.2594616 875.9423616 0.1464786 494.5117536 0.3177306 1072.6585056 0.1154765 389.848664 0.0515758 174.1199008 0.4626726 1561.9826976 0.9833018 3319.6268768 0.1632934 551.2785184 0.0687584 232.1283584 0.0232601 78.5260976 0.01726 58.26976 0.0190023 64.1517648 0.0385703 130.2133328 0.1493547 504.2214672 "(4.63331, -75.85003999999999)" 4.63331 -75.85004 "(0.357,0.571]"
"1004" 76036 17501 8022.948428 0.458428 76 "Valle" "Andalucía" 4673 0.7545611 3526.0640203 0.1672475 781.5475675 0.0767731 358.7606963 0.2354391 1100.2069143 0.1142264 533.7799672 0.0223573 104.4756629 0.4974681 2324.6684313 0.8745757 4086.8922461 0.2424239 1132.8468847 0.0683164 319.2425372 0.0649952 303.7225696 0.0435558 203.5362534 0.0156456 73.1118888 0.0178616 83.4672568 0.1713604 800.7671492 "(20.5721572, -100.4027869)" 4.166667 -76.166667 "(0.357,0.571]"
"1005" 76041 19799 14277.3776639 0.7211161 76 "Valle" "Ansermanuevo" 5051 0.9007804 4549.8418004 0.3592883 1814.7652033 0.1551849 783.8389299 0.3448308 1741.7403708 0.2194017 1108.1979867 0.0578124 292.0104324 0.5132149 2592.2484599 0.9540756 4819.0358556 0.376023 1899.292173 0.060129 303.711579 0.2952638 1491.3774538 0.1745043 881.4212193 0.0244384 123.4383584 0.0363884 183.7978084 0.1658852 837.8861452 "(4.790003599999999, -76.0391909)" 4.7900036 -76.0391909 "(0.571,0.786]"
"1006" 76054 5891 3889.0002036 0.6601596 76 "Valle" "Argelia" 1575 0.8704762 1371.000015 0.3034921 478.0000575 0.128254 202.00005 0.368254 580.00005 0.1860317 292.9999275 0.0590476 92.99997 0.4203175 662.0000625 0.9669841 1522.9999575 0.1784127 281.0000025 0.0768254 121.000005 0.3212698 505.999935 0.2495238 392.999985 0.0038095 5.9999625 0.0298413 47.0000475 0.1161905 183.0000375 "(4.731071, -76.116676)" 4.731071 -76.116676 "(0.571,0.786]"
"1007" 76100 14788 8527.0003656 0.5766162 76 "Valle" "Bolívar" 3790 0.8337731 3160.000049 0.2886544 1094.000176 0.1350923 511.999817 0.2852243 1081.000097 0.1762533 668.000007 0.0366755 139.000145 0.4841689 1835.000131 0.9501319 3600.999901 0.1773087 671.999973 0.0522427 197.999833 0.2295515 870.000185 0.2269129 859.999891 0.0651715 246.999985 0.0124011 47.000169 0.1034301 392.000079 "(4.3933965, -76.317414)" 4.3933965 -76.317414 "(0.571,0.786]"
"1008" 76109 323775 215412.0079725 0.6653139 76 "Valle" "Buenaventura" 73465 0.6941348 50994.613082 0.2518281 18500.5513665 0.1119845 8226.9412925 0.3524184 25890.417756 0.2541463 18670.8579295 0.0412547 3030.7765355 0.5535359 40665.5148935 0.9436173 69322.8449445 0.4906601 36046.3442465 0.1163076 8544.537834 0.2425846 17821.477639 0.3595295 26412.8347175 0.029315 2153.626475 0.2784664 20457.534076 0.2533177 18609.9848305 "(3.886611, -77.070229)" 3.886611 -77.070229 "(0.571,0.786]"
"1009" 76111 109391 34300.9591939 0.3135629 76 "Valle" "Buga" 30857 0.5615714 17328.4086898 0.1018937 3144.1339009 0.0506028 1561.4505996 0.1592216 4913.1009112 0.0781827 2412.4835739 0.023504 725.262928 0.4025237 12420.6738109 0.8381229 25861.9583253 0.2202409 6795.9734513 0.0423939 1308.1485723 0.0384838 1187.4946166 0.0120168 370.8023976 0.0133014 410.4412998 0.0095598 294.9867486 0.1137757 3510.7767749 "(3.9, -76.3)" 3.9 -76.3 "(0.142,0.357]"
"1010" 76113 20896 9200.4273056 0.4402961 76 "Valle" "Bugalagrande" 5592 0.7257574 4058.4353808 0.1436092 803.0626464 0.0810013 452.9592696 0.2329383 1302.5909736 0.1139217 637.0501464 0.0253241 141.6123672 0.4880994 2729.4518448 0.8683458 4855.7897136 0.1871708 1046.6591136 0.0335743 187.7474856 0.075463 421.989096 0.0555849 310.8307608 0.045578 254.872176 0.0676723 378.4235016 0.1327098 742.1132016 "(4.210506, -76.167236)" 4.210506 -76.167236 "(0.357,0.571]"
"1011" 76122 29617 14032.7300722 0.4738066 76 "Valle" "Caicedonia" 8392 0.7927048 6652.3786816 0.2227785 1869.557172 0.0694478 582.8059376 0.2584013 2168.5037096 0.0902586 757.4501712 0.0377894 317.1286448 0.3750613 3147.5144296 0.9394269 7883.6705448 0.123676 1037.888992 0.0718455 602.927436 0.0944224 792.3927808 0.0206222 173.0615024 0.0065026 54.5698192 0.0292266 245.2696272 0.1440686 1209.0236912 "(4.3333333, -75.83333329999999)" 4.3333333 -75.8333333 "(0.357,0.571]"
"1012" 76126 15027 7313.7400782 0.4867066 76 "Valle" "Calima - Darién" 4520 0.7750699 3503.315948 0.1736319 784.816188 0.062804 283.87408 0.2268399 1025.316348 0.0881279 398.338108 0.0349615 158.02598 0.3976356 1797.312912 0.8912203 4028.315756 0.2400479 1085.016508 0.0929184 419.991168 0.1806811 816.678572 0.0801223 362.152796 0.0207557 93.815764 0.1018093 460.178036 0.1387983 627.368316 "(3.9311105, -76.48378079999999)" 3.9311105 -76.4837808 "(0.357,0.571]"
"1013" 76130 68628 27110.9011992 0.3950414 76 "Valle" "Candelaria" 18878 0.6971774 13161.3149572 0.0964218 1820.2507404 0.0691384 1305.1947152 0.2201188 4155.4027064 0.0978055 1846.372229 0.0227467 429.4122026 0.4106039 7751.3804242 0.7998694 15099.9345332 0.1910406 3606.4644468 0.028169 531.774382 0.2623117 4951.9202726 0.0277064 523.0414192 0.0323973 611.5962294 0.0242345 457.498891 0.1082191 2042.9601698 "(3.4, -76.38333329999999)" 3.4 -76.3833333 "(0.357,0.571]"
"1014" 76147 120958 55330.8339872 0.4574384 76 "Valle" "Cartago" 34523 0.7086931 24466.2118913 0.226484 7818.907132 0.0710236 2451.9477428 0.2089704 7214.2851192 0.1066848 3683.0793504 0.0292894 1011.1579562 0.4521969 15611.1935787 0.9151502 31593.7303546 0.3575349 12343.1773527 0.0407985 1408.4866155 0.0204908 707.4038884 0.0110231 380.5504813 0.0062944 217.3015712 0.0121212 418.4601876 0.1243303 4292.2549469 "(4.7, -75.9166667)" 4.7 -75.9166667 "(0.357,0.571]"
"1015" 76233 33989 21429.2385673 0.6304757 76 "Valle" "Dagua" 9701 0.8609055 8351.6442555 0.1881637 1825.3760537 0.0793809 770.0741109 0.2925784 2838.3030584 0.1740579 1688.5356879 0.0613766 595.4143966 0.4258723 4131.3871823 0.9215142 8939.6092542 0.3540664 3434.7981464 0.100301 973.020001 0.2083081 2020.7968781 0.1033413 1002.5139513 0.0716682 695.2532082 0.0479814 465.4675614 0.1421852 1379.3386252 "(3.655757, -76.69509099999999)" 3.655757 -76.695091 "(0.571,0.786]"
"1016" 76243 9181 5928.9998262 0.6457902 76 "Valle" "El Aguila" 2385 0.8901468 2123.000118 0.2796646 667.000071 0.1626834 387.999909 0.357652 853.00002 0.1857442 442.999917 0.1060797 253.0000845 0.3337526 795.999951 0.9622642 2295.000117 0.230608 550.00008 0.0918239 219.0000015 0.4184486 997.999911 0.1849057 441.0000945 0.0109015 26.0000775 0.0419287 99.9999495 0.1127883 269.0000955 "(4.9166667, -76.08333329999999)" 4.9166667 -76.0833333 "(0.571,0.786]"
"1017" 76246 9006 7032.9997428 0.7809238 76 "Valle" "El Cairo" 1924 0.8544699 1644.0000876 0.3212058 617.9999592 0.1559252 300.0000848 0.3622661 696.9999764 0.2952183 568.0000092 0.0732848 140.9999552 0.487526 938.000024 0.985447 1896.000028 0.477131 918.000044 0.047817 91.999908 0.3326403 639.9999372 0.1735967 334.0000508 0.006237 11.999988 0.1980249 380.9999076 0.1434511 275.9999164 "(4.75, -76.25)" 4.75 -76.25 "(0.571,0.786]"
"1018" 76248 53176 17841.239288 0.335513 76 "Valle" "El Cerrito" 13939 0.7626767 10630.9505213 0.1545907 2154.8397673 0.0662885 923.9954015 0.1650314 2300.3726846 0.1109508 1546.5432012 0.0260228 362.7318092 0.3846038 5360.9923682 0.8013924 11170.6086636 0.2283171 3182.5120569 0.0375549 523.4777511 0.0525231 732.1194909 0.0214191 298.5608349 0.007073 98.590547 0.0131749 183.6449311 0.1257712 1753.1247568 "(3.6666667, -76.1666667)" 3.6666667 -76.1666667 "(0.142,0.357]"
"1019" 76250 9016 5627.0001032 0.6241127 76 "Valle" "El Dovio" 2459 0.8556324 2104.0000716 0.2309882 567.9999838 0.1220008 299.9999672 0.3306222 812.9999898 0.1781212 438.0000308 0.0557137 136.9999883 0.4770232 1173.0000488 0.9825132 2415.9999588 0.2753152 677.0000768 0.0471736 115.9998824 0.1870679 459.9999661 0.1142741 281.0000119 0.0183001 44.9999459 0.0077267 18.9999553 0.106954 262.999886 "(4.5166667, -76.2333333)" 4.5166667 -76.2333333 "(0.571,0.786]"
"1020" 76275 54546 25195.5228618 0.4619133 76 "Valle" "Florida" 14018 0.7158705 10035.072669 0.1738544 2437.0909792 0.0620174 869.3599132 0.2477319 3472.7057742 0.134762 1889.093716 0.032083 449.739494 0.4524716 6342.7468888 0.802163 11244.720934 0.2652029 3717.6142522 0.0455934 639.1282812 0.0868718 1217.7688924 0.0537718 753.7730924 0.0414509 581.0587162 0.0074567 104.5280206 0.1667182 2337.0557276 "(3.3275, -76.2386111)" 3.3275 -76.2386111 "(0.357,0.571]"
"1021" 76306 18762 8161.113522 0.434981 76 "Valle" "Ginebra" 5312 0.7411812 3937.1545344 0.1597245 848.456544 0.0692018 367.5999616 0.2225857 1182.3752384 0.1109712 589.4790144 0.0400016 212.4884992 0.379102 2013.789824 0.8631565 4585.087328 0.1597259 848.4639808 0.0563202 299.1729024 0.1713211 910.0576832 0.068097 361.731264 0.0179854 95.5384448 0.0241024 128.0319488 0.1224977 650.7077824 "(3.75, -76.1666667)" 3.75 -76.1666667 "(0.357,0.571]"
"1022" 76318 30958 11151.489533 0.3602135 76 "Valle" "Guacarí" 8039 0.7276985 5849.9682415 0.1699188 1365.9772332 0.0517021 415.6331819 0.1924231 1546.8893009 0.0782248 628.8491672 0.0139425 112.0837575 0.4585257 3686.0881023 0.7902421 6352.7562419 0.136421 1096.688419 0.0305176 245.3309864 0.0856117 688.2324563 0.0275012 221.0821468 0.0389408 313.0450912 0.0214979 172.8216181 0.1594396 1281.7349444 "(3.7666667, -76.33333329999999)" 3.7666667 -76.3333333 "(0.357,0.571]"
"1023" 76364 92969 33452.4495653 0.3598237 76 "Valle" "Jamundi" 24026 0.589355 14159.84323 0.1167049 2803.9519274 0.0716583 1721.6623158 0.2084656 5008.5945056 0.1112281 2672.3663306 0.0346122 831.5927172 0.4166301 10009.9547826 0.8619233 20708.5692058 0.2221597 5337.6089522 0.0323902 778.2069452 0.0831144 1996.9065744 0.0491738 1181.4497188 0.0581012 1395.9394312 0.0460047 1105.3089222 0.133097 3197.788522 "(3.2666667, -76.55)" 3.2666667 -76.55 "(0.357,0.571]"
"1024" 76377 10786 5573.999866 0.516781 76 "Valle" "La Cumbre" 3311 0.8224101 2722.9998411 0.1791 593.0001 0.0649351 215.0001161 0.243129 805.000119 0.1205074 399.0000014 0.0211416 69.9998376 0.4533374 1501.0001314 0.9389912 3108.9998632 0.2262156 748.9998516 0.0522501 173.0000811 0.1739656 576.0001016 0.0667472 220.9999792 0.064029 212.000019 0.0474177 157.0000047 0.0860767 284.9999537 "(3.6666667, -76.58333329999999)" 3.6666667 -76.5833333 "(0.357,0.571]"
